Row ID,Company Name,Rating,Job Title,Salary,Salaries Reported,Location,Employment Status,Job Roles
79545,IonIdea,Good,Android Developer,1023000.0,1,Bangalore,Full Time,Mobile
79547,ITC,Good,Android Developer,1023000.0,1,Bangalore,Full Time,Mobile
79548,ID Foundry,Excellent,Android Developer,1422900.0,1,Bangalore,Full Time,Mobile
79549,FanFight,Average,Android Developer,1240000.0,1,Bangalore,Full Time,Mobile
79551,Deloitte,Good,Android Developer,2455200.0,1,Bangalore,Full Time,Mobile
79552,Noon Academy,Good,Android Developer,2659800.0,1,Bangalore,Full Time,Mobile
79556,MoEngage,Good,Android Developer,2046000.0,1,Bangalore,Full Time,Mobile
79558,Nerve Centrex Software,Average,Android Developer,744000.0,1,Bangalore,Full Time,Mobile
79560,First Student,Good,Android Developer - Intern,4501200.0,1,Bangalore,Intern,Mobile
79562,ZINOHA PHARMACY,Poor,Android Developer,833280.0,1,Bangalore,Full Time,Mobile
79565,Kavin Corporation,Good,Android Developer,982080.0,1,Bangalore,Full Time,Mobile
79566,Mantra Labs,Good,Android Developer,1023000.0,1,Bangalore,Full Time,Mobile
79570,Qualtech Telesys,Excellent,Android Developer,967572.0,1,Bangalore,Full Time,Mobile
79571,Insigma Vision,Good,Android Developer,1023000.0,1,Bangalore,Full Time,Mobile
79572,Cogcons,Excellent,Android Developer,1024488.0,1,Bangalore,Full Time,Mobile
79573,Thampy Digital,Average,Android Developer,1116000.0,1,Bangalore,Full Time,Mobile
79574,Khosla Labs,Average,Android Developer,992000.0,1,Bangalore,Full Time,Mobile
79575,Mindera,Excellent,Android Developer,1422900.0,1,Bangalore,Full Time,Mobile
79576,Microsoft,Good,Android Developer,4296600.0,1,Bangalore,Full Time,Mobile
79577,Paytm Money,Good,Android Developer,3887400.0,1,Bangalore,Full Time,Mobile
79579,Fujitsu,Good,Android Developer,1023000.0,1,Bangalore,Full Time,Mobile
79583,Arcomatic,Good,Android Developer,1023000.0,1,Bangalore,Full Time,Mobile
79587,Practo Technologies,Good,Android Developer,1841400.0,1,Bangalore,Full Time,Mobile
79589,Meesho,Good,Android Developer,2864400.0,1,Bangalore,Full Time,Mobile
79595,ASZ Technologies,Average,Android Developer,992000.0,1,Bangalore,Full Time,Mobile
79596,Geepas,Average,Android Developer,505920.0,1,Bangalore,Full Time,Mobile
79597,CodeGama,Good,Android Developer,1276704.0,1,Bangalore,Full Time,Mobile
79598,Globex Digital Solutions,Good,Android Developer,2864400.0,1,Bangalore,Full Time,Mobile
79601,MyCotra,Excellent,Android Developer,1185750.0,1,Bangalore,Full Time,Mobile
79604,ZipGo,Good,Android Developer,1227600.0,1,Bangalore,Full Time,Mobile
79606,PayCraft Solutions,Good,Android Developer,2046000.0,1,Bangalore,Full Time,Mobile
79608,DynPro,Good,Android Developer,1636800.0,1,Bangalore,Full Time,Mobile
79609,eValai Infotech,Average,Android Developer,714240.0,1,Bangalore,Full Time,Mobile
79610,Hughes Systique,Good,Android Developer,1473120.0,1,Bangalore,Full Time,Mobile
79611,Amli Network,Excellent,Android Developer,4743000.0,1,Bangalore,Full Time,Mobile
79612,SmartQ,Good,Android Developer,1227600.0,1,Bangalore,Full Time,Mobile
79613,Wisdomleaf Technologies,Good,Android Developer,1522224.0,1,Bangalore,Full Time,Mobile
79616,Rapido,Good,Android Developer,2250600.0,1,Bangalore,Full Time,Mobile
79619,Six Dee Telecom Solutions,Good,Android Developer,1473120.0,1,Bangalore,Full Time,Mobile
79623,slice,Excellent,Android Developer - Intern,1508274.0,1,Bangalore,Intern,Mobile
79627,Qleverlabs Technologies,Average,Android Developer,744000.0,1,Bangalore,Full Time,Mobile
79628,ZopNow,Average,Android Developer,1488000.0,1,Bangalore,Full Time,Mobile
79630,Groww,Excellent,Android Developer - Intern,1679022.0,1,Bangalore,Intern,Mobile
79632,Prowide Solutions,Poor,Android Developer,1116000.0,1,Bangalore,Full Time,Mobile
79634,Vebbler,Good,Android Developer,2659800.0,1,Bangalore,Full Time,Mobile
79636,Uniservice Technology Solutions,Good,Android Developer,1227600.0,1,Bangalore,Full Time,Mobile
79637,HealthifyMe,Good,Android Developer,1636800.0,1,Bangalore,Full Time,Mobile
79638,Simtech Solutions,Excellent,Android Developer,1536732.0,1,Bangalore,Full Time,Mobile
79641,Blue Rose Technologies,Good,Android Developer,2659800.0,1,Bangalore,Full Time,Mobile
79646,Grab,Good,Android Developer,2455200.0,1,Bangalore,Full Time,Mobile
79648,Easoftech Solutions,Good,Android Developer,1227600.0,1,Bangalore,Full Time,Mobile
79649,Rusé Home,Excellent,Android Developer,1422900.0,1,Bangalore,Full Time,Mobile
79650,TIGI HR Solution,Excellent,Android Developer,1195236.0,1,Bangalore,Full Time,Mobile
79652,Ubona,Good,Android Developer,2864400.0,1,Bangalore,Full Time,Mobile
79654,Dozee,Good,Android Developer,908424.0,1,Bangalore,Full Time,Mobile
79655,XYZ,Good,Android Developer,1636800.0,1,Bangalore,Full Time,Mobile
79663,Digital Aristotle,Average,Android Developer,1860000.0,1,Bangalore,Full Time,Mobile
79665,Google,Excellent,Android Developer,4505850.0,1,Bangalore,Full Time,Mobile
79666,Inito,Excellent,Android Developer,1593648.0,1,Bangalore,Full Time,Mobile
79667,GetVu,Excellent,Android Developer,1422900.0,1,Bangalore,Full Time,Mobile
79668,ZaranTech,Good,Android Developer,1055736.0,1,Bangalore,Full Time,Mobile
79669,IBetterTechnologies,Excellent,Android Developer,1394442.0,1,Bangalore,Full Time,Mobile
79672,Mishipay,Good,Android Developer,2046000.0,1,Bangalore,Full Time,Mobile
79673,Gojek,Good,Android Developer,4296600.0,1,Bangalore,Full Time,Mobile
79677,OliveBoard,Good,Android Developer,2250600.0,1,Bangalore,Full Time,Mobile
79679,Henote Technologies,Excellent,Android Developer,1422900.0,1,Bangalore,Full Time,Mobile
79680,Plivo,Good,Android Developer - Intern,1129392.0,1,Bangalore,Intern,Mobile
79682,News Corp,Average,Android Developer,1984000.0,1,Bangalore,Full Time,Mobile
79683,Lenskart Solutions,Good,Android Developer,2046000.0,1,Bangalore,Full Time,Mobile
79684,HungerBox,Good,Android Developer,2046000.0,1,Bangalore,Full Time,Mobile
79686,OYO,Average,Android Developer,1736000.0,1,Bangalore,Full Time,Mobile
79687,T.I.G.E.R. Innovations,Good,Android Developer,1104840.0,1,Bangalore,Full Time,Mobile
79689,Diverse Lynx,Good,Android Developer,1636800.0,1,Bangalore,Full Time,Mobile
79690,Dropshop,Excellent,Android Developer,1897200.0,1,Bangalore,Full Time,Mobile
79691,Time Logic Solutions,Good,Android Developer,1841400.0,1,Bangalore,Full Time,Mobile
79692,Hotstar,Average,Android Developer,2976000.0,1,Bangalore,Full Time,Mobile
79695,Chumbak Design,Good,Android Developer,1432200.0,1,Bangalore,Full Time,Mobile
79696,Licious,Good,Android Developer,1227600.0,1,Bangalore,Full Time,Mobile
79698,Incture Technologies,Average,Android Developer,620000.0,1,Bangalore,Full Time,Mobile
79699,Tesco Bengaluru,Good,Android Developer,3682800.0,1,Bangalore,Full Time,Mobile
79704,Embitel Technologies,Good,Android Developer,2046000.0,1,Bangalore,Full Time,Mobile
79708,Nirav Patel,Good,Android Developer,1636800.0,1,Bangalore,Full Time,Mobile
79710,FamPay,Excellent,Android Developer,2675052.0,1,Bangalore,Full Time,Mobile
79713,Sprim,Average,Android Developer,744000.0,1,Bangalore,Full Time,Mobile
79714,HummingWave Technologies,Excellent,Android Developer,1422900.0,1,Bangalore,Full Time,Mobile
79715,XXX Energy Drink,Good,Android Developer,2046000.0,1,Bangalore,Full Time,Mobile
79716,Tarams India,Good,Android Developer,1841400.0,1,Bangalore,Full Time,Mobile
79717,Unizen Technologies,Good,Android Developer,1636800.0,1,Bangalore,Full Time,Mobile
79719,Zoho,Excellent,Android Developer,2608650.0,1,Bangalore,Full Time,Mobile
79722,GeoSpark,Good,Android Developer,1636800.0,1,Bangalore,Full Time,Mobile
79723,Q,Good,Android Developer,1636800.0,1,Bangalore,Full Time,Mobile
79724,ICT Health,Poor,Android Developer,744000.0,1,Bangalore,Full Time,Mobile
79725,Tipstat,Good,Android Developer,2046000.0,1,Bangalore,Full Time,Mobile
79729,PhonePe,Good,Android Developer,5115000.0,1,Bangalore,Full Time,Mobile
79732,LeadSquared,Good,Android Developer,2455200.0,1,Bangalore,Full Time,Mobile
79734,Walfin Tech,Excellent,Android Developer,2845800.0,1,Bangalore,Full Time,Mobile
79736,by,Good,Android Developer,957528.0,1,Bangalore,Full Time,Mobile
79737,Fincare Small Finanace Bank,Good,Android Developer,1636800.0,1,Bangalore,Full Time,Mobile
79742,JustDial,Good,Android Developer,3273600.0,1,Bangalore,Full Time,Mobile
79743,Google,Excellent,Android Developer,5217300.0,1,Bangalore,Full Time,Mobile
79745,Landmark Group,Good,Android Developer,2046000.0,1,Bangalore,Full Time,Mobile
79748,Juniper Networks,Good,Android Developer,4092000.0,1,Bangalore,Full Time,Mobile
79749,eGlu (India),Good,Android Developer,1227600.0,1,Bangalore,Full Time,Mobile
79753,Redhat Safety Training & Consulting,Good,Android Developer,1432200.0,1,Bangalore,Full Time,Mobile
79754,Vestrics Technologies,Average,Android Developer,1364000.0,1,Bangalore,Full Time,Mobile
79755,Saveo,Good,Android Developer,2250600.0,1,Bangalore,Full Time,Mobile
79757,Inkoniq IT Solutions,Good,Android Developer,1522224.0,1,Bangalore,Full Time,Mobile
79758,StayGlad,Good,Android Developer,2046000.0,1,Bangalore,Full Time,Mobile
79760,Visionpix Technologies,Good,Android Developer,1432200.0,1,Bangalore,Full Time,Mobile
79761,Swiggy,Good,Android Developer,2046000.0,1,Bangalore,Full Time,Mobile
79763,Tententen Digital Products,Good,Android Developer,2046000.0,1,Bangalore,Full Time,Mobile
79769,Rangam Infotech,Good,Android Developer,2455200.0,1,Bangalore,Full Time,Mobile
79770,Yatra Online Pvt Ltd,Average,Android Developer,1860000.0,1,Bangalore,Full Time,Mobile
79771,nSmiles,Good,Android Developer,1023000.0,1,Bangalore,Full Time,Mobile
79773,L Connectt,Average,Android Developer,505920.0,1,Bangalore,Full Time,Mobile
79774,LiRCTek,Average,Android Developer,833280.0,1,Bangalore,Full Time,Mobile
79776,Unnati,Excellent,Android Developer,2371500.0,1,Bangalore,Full Time,Mobile
79777,Shaw Academy,Average,Android Developer,1488000.0,1,Bangalore,Full Time,Mobile
79778,Kings Learning,Good,Android Developer,1374912.0,1,Bangalore,Full Time,Mobile
79779,TechJini,Good,Android Developer,1841400.0,1,Bangalore,Full Time,Mobile
79783,BitClass,Good,Android Developer,2455200.0,1,Bangalore,Full Time,Mobile
79784,Josh Talks,Good,Android Developer - Intern,2356992.0,1,Bangalore,Intern,Mobile
79786,Baatu.Tech,Excellent,Android Developer,2371500.0,1,Bangalore,Full Time,Mobile
79787,Coviam,Good,Android Developer,1432200.0,1,Bangalore,Full Time,Mobile
79789,RentOnGo,Good,Android Developer,1964160.0,1,Bangalore,Full Time,Mobile
79797,Soedge Technologies Pvt LTD,Good,Android Developer,1841400.0,1,Bangalore,Full Time,Mobile
79799,Tealthcare,Good,Android Developer,2864400.0,1,Bangalore,Full Time,Mobile
79802,Lotus Cloud,Good,Android Developer,1023000.0,1,Bangalore,Full Time,Mobile
79805,Cynosure Corporate Solutions,Good,Android Developer,2659800.0,1,Bangalore,Full Time,Mobile
79808,Press Ganey,Good,Android Developer,1023000.0,1,Bangalore,Full Time,Mobile
79809,Woovly,Average,Android Developer,1488000.0,1,Bangalore,Full Time,Mobile
79810,Perform Digital,Good,Android Developer,1023000.0,1,Bangalore,Full Time,Mobile
79812,Flatworld Solutions,Good,Android Developer,2659800.0,1,Bangalore,Full Time,Mobile
79814,Emilda Solutions,Good,Android Developer,1023000.0,1,Bangalore,Full Time,Mobile
79815,Valtech,Good,Android Developer,1227600.0,1,Bangalore,Full Time,Mobile
79816,Falabella India,Good,Android Developer,3273600.0,1,Bangalore,Full Time,Mobile
79817,Kirusa,Good,Android Developer,2250600.0,1,Bangalore,Full Time,Mobile
79818,Genpact,Good,Android Developer,1023000.0,1,Bangalore,Full Time,Mobile
79820,Quest Global,Average,Android Developer,744000.0,1,Bangalore,Full Time,Mobile
79821,Google-eLearn,Excellent,Android Developer,1565190.0,1,Bangalore,Full Time,Mobile
79822,XENOPS TECHNOLOGIES,Average,Android Developer,620000.0,1,Bangalore,Full Time,Mobile
79825,Intellicar,Good,Android Developer,1432200.0,1,Bangalore,Full Time,Mobile
79826,Reliance Industries,Good,Android Developer,2455200.0,1,Bangalore,Full Time,Mobile
79827,B-Mates Technologies,Good,Android Developer,1178496.0,1,Bangalore,Full Time,Mobile
79828,Johnson & Johnson,Good,Android Developer,1432200.0,1,Bangalore,Full Time,Mobile
79830,AppBrowzer,Excellent,Android Developer,1422900.0,1,Bangalore,Full Time,Mobile
79834,ISKCON Bangalore,Excellent,Android Developer,1185750.0,1,Bangalore,Full Time,Mobile
79839,Pace Wisdom Solutions,Good,Android Developer,1227600.0,1,Bangalore,Full Time,Mobile
79840,ShareChat,Good,Android Developer,3478200.0,1,Bangalore,Full Time,Mobile
79841,Set Milestone for the Success,Excellent,Android Developer,3320100.0,1,Bangalore,Full Time,Mobile
79845,Deja View Concepts,Good,Android Developer,1227600.0,1,Bangalore,Full Time,Mobile
79849,Nurture Software Solutions,Poor,Android Developer,992000.0,1,Bangalore,Full Time,Mobile
79851,Faststream Technologies,Good,Android Developer,1227600.0,1,Bangalore,Full Time,Mobile
79852,Beaconstac,Excellent,Android Developer,3320100.0,1,Bangalore,Full Time,Mobile
79853,Stockal,Good,Android Developer,1767744.0,1,Bangalore,Full Time,Mobile
79855,SANDEEP DIAMOND,Good,Android Developer,2455200.0,1,Bangalore,Full Time,Mobile
79856,Carmatec,Average,Android Developer,996960.0,1,Bangalore,Full Time,Mobile
79860,Comedy Central,Good,Android Developer,1023000.0,1,Bangalore,Full Time,Mobile
79862,QTalk,Good,Android Developer,1432200.0,1,Bangalore,Full Time,Mobile
79863,PwC,Good,Android Developer,1055736.0,1,Bangalore,Full Time,Mobile
79865,Freelancer,Good,Android Developer,834768.0,1,Bangalore,Full Time,Mobile
79866,Trelleborg,Good,Android Developer,1023000.0,1,Bangalore,Full Time,Mobile
79867,Mercedes-Benz Research and Development India,Good,Android Developer,1636800.0,1,Bangalore,Full Time,Mobile
79868,Drlive,Good,Android Developer,1841400.0,1,Bangalore,Full Time,Mobile
79869,Simpragma,Good,Android Developer,2455200.0,1,Bangalore,Full Time,Mobile
79871,Kuliza Technology,Average,Android Developer,744000.0,1,Bangalore,Full Time,Mobile
79872,PiOctave,Excellent,Android Developer,996030.0,1,Bangalore,Full Time,Mobile
79875,Bombinate Technologies,Average,Android Developer,3100000.0,1,Bangalore,Full Time,Mobile
79876,BlueJeans Network,Average,Android Developer,992000.0,1,Bangalore,Full Time,Mobile
79877,Enbolt Labs,Excellent,Android Developer,1365984.0,1,Bangalore,Full Time,Mobile
79878,Joyride Games,Excellent,Android Developer,4980150.0,1,Bangalore,Full Time,Mobile
79880,Cooey,Good,Android Developer,1023000.0,1,Bangalore,Full Time,Mobile
79881,IntelliFour Software,Average,Android Developer,1736000.0,1,Bangalore,Full Time,Mobile
79882,Greet labs,Excellent,Android Developer,2134350.0,1,Bangalore,Full Time,Mobile
79884,Trip38,Good,Android Developer,2046000.0,1,Bangalore,Full Time,Mobile
79887,eSthenos Technologies,Good,Android Developer,1227600.0,1,Bangalore,Full Time,Mobile
79889,Concentrix,Good,Android Developer,1227600.0,1,Bangalore,Full Time,Mobile
79890,Freelance,Good,Android Developer,1841400.0,1,Bangalore,Full Time,Mobile
79893,Colive,Good,Android Developer,1227600.0,1,Bangalore,Full Time,Mobile
79897,Krafty Solutions,Good,Android Developer,1399464.0,1,Bangalore,Full Time,Mobile
79898,DigiCollect,Good,Android Developer,1227600.0,1,Bangalore,Full Time,Mobile
79899,Siemens,Good,Android Developer - Intern,1432200.0,1,Bangalore,Intern,Mobile
79900,Kuliza Technology,Average,Android Developer,868000.0,1,Bangalore,Full Time,Mobile
79905,Times Internet,Good,Android Developer,1023000.0,1,Bangalore,Full Time,Mobile
79908,Coddle Technologies,Good,Android Developer,1227600.0,1,Bangalore,Full Time,Mobile
79910,First Student,Good,Android Developer,1964160.0,1,Bangalore,Full Time,Mobile
79912,Kredily,Good,Android Developer,1023000.0,1,Bangalore,Full Time,Mobile
79913,Girmiti Software,Good,Android Developer,2250600.0,1,Bangalore,Full Time,Mobile
79914,Anonymous,Good,Android Developer,3682800.0,1,Bangalore,Full Time,Mobile
79916,iFocus Systec,Good,Android Developer,1432200.0,1,Bangalore,Full Time,Mobile
79917,LG Electronics,Average,Android Developer,620000.0,1,Bangalore,Full Time,Mobile
79918,Vyapar,Excellent,Android Developer,3320100.0,1,Bangalore,Full Time,Mobile
79919,Autoninja,Good,Android Developer,1636800.0,1,Bangalore,Full Time,Mobile
79920,MTAP Technologies,Good,Android Developer,2455200.0,1,Bangalore,Full Time,Mobile
79923,Soptech Solutions,Good,Android Developer,1841400.0,1,Bangalore,Full Time,Mobile
79924,Blue Apps,Average,Android Developer,1309440.0,1,Bangalore,Full Time,Mobile
79925,VMware,Good,Android Developer,3273600.0,1,Bangalore,Full Time,Mobile
79926,75F,Good,Android Developer,1432200.0,1,Bangalore,Full Time,Mobile
79928,Nous Infosystems,Good,Android Developer,1023000.0,1,Bangalore,Full Time,Mobile
79929,Nav,Good,Android Developer,1080288.0,1,Bangalore,Full Time,Mobile
79931,Jicksen,Good,Android Developer,1227600.0,1,Bangalore,Full Time,Mobile
79934,WorkIndia,Average,Android Developer,1354080.0,1,Bangalore,Full Time,Mobile
79935,Trell,Good,Android Developer,2046000.0,1,Bangalore,Full Time,Mobile
79938,Infinity Informatics,Good,Android Developer,1432200.0,1,Bangalore,Full Time,Mobile
79942,Zolo,Good,Android Developer,1227600.0,1,Bangalore,Full Time,Mobile
79945,6degrees,Good,Android Developer,1227600.0,1,Bangalore,Full Time,Mobile
79947,Recibo Technologies,Excellent,Android Developer,966661.34,1,Bangalore,Full Time,Mobile
79948,Integration Wizards Solutions,Excellent,Android Developer,2371500.0,1,Bangalore,Full Time,Mobile
79949,Manvish eTech,Good,Android Developer,1023000.0,1,Bangalore,Full Time,Mobile
79952,Bytemark,Good,Android Developer,3069000.0,1,Bangalore,Full Time,Mobile
79955,BridgeLabz Solutions,Good,Android Developer,1006632.0,1,Bangalore,Full Time,Mobile
79958,ModeFinServer,Good,Android Developer,1636800.0,1,Bangalore,Full Time,Mobile
79961,iBux Business Solutions,Good,Android Developer,2659800.0,1,Bangalore,Full Time,Mobile
79966,Consumerfirst Technoservices,Poor,Android Developer,550560.0,1,Bangalore,Full Time,Mobile
79967,Treebo Hotels,Good,Android Developer,2455200.0,1,Bangalore,Full Time,Mobile
79971,Apostek,Good,Android Developer,1227600.0,1,Bangalore,Full Time,Mobile
79973,Acespritech Solutions,Good,Android Developer,1178496.0,1,Bangalore,Full Time,Mobile
79974,Tratum Technologies,Average,Android Developer,1736000.0,1,Bangalore,Full Time,Mobile
79975,BEMRR,Excellent,Android Developer,2371500.0,1,Bangalore,Full Time,Mobile
79976,Hewlett Packard Enterprise | HPE,Good,Android Developer,1227600.0,1,Bangalore,Full Time,Mobile
79977,ClearQuote,Excellent,Android Developer,1365984.0,1,Bangalore,Full Time,Mobile
79978,Foofys,Good,Android Developer,1104840.0,1,Bangalore,Full Time,Mobile
79982,CodeLand InfoSolutions,Good,Android Developer,1023000.0,1,Bangalore,Full Time,Mobile
79983,HCL Technologies,Good,Android Developer,1023000.0,1,Bangalore,Full Time,Mobile
79984,Ananya Technologies,Excellent,Android Developer,1897200.0,1,Bangalore,Full Time,Mobile
79989,BlackBuck,Average,Android Developer,1736000.0,1,Bangalore,Full Time,Mobile
79992,Chegg,Good,Android Developer - Intern,859320.0,1,Bangalore,Intern,Mobile
79993,Socedge Technologies,Excellent,Android Developer,2134350.0,1,Bangalore,Full Time,Mobile
79994,AdView Technology,Poor,Android Developer,992000.0,1,Bangalore,Full Time,Mobile
79995,Dailyhunt,Good,Android Developer,2455200.0,1,Bangalore,Full Time,Mobile
79996,Market Pulse Technologies,Excellent,Android Developer,4268700.0,1,Bangalore,Full Time,Mobile
79997,eMudhra,Good,Android Developer,1636800.0,1,Bangalore,Full Time,Mobile
80002,BuyHatke,Good,Android Developer,2250600.0,1,Bangalore,Full Time,Mobile
80004,ABC,Good,Android Developer,1023000.0,1,Bangalore,Full Time,Mobile
80005,Artivatic Data Labs,Poor,Android Developer,992000.0,1,Bangalore,Full Time,Mobile
80006,Oper8tr,Excellent,Android Developer,1422900.0,1,Bangalore,Full Time,Mobile
80009,Accenture,Good,Senior Android Developer,1432200.0,5,Bangalore,Full Time,Mobile
80012,Infosys,Average,Senior Android Developer,744000.0,3,Bangalore,Full Time,Mobile
80013,BYJU'S,Good,Senior Android Developer,3478200.0,3,Bangalore,Full Time,Mobile
80014,Y Media Labs,Good,Senior Android Developer,4092000.0,3,Bangalore,Full Time,Mobile
80016,BYJU'S,Good,Android Software Engineer,1636800.0,2,Bangalore,Full Time,Mobile
80018,Trell,Good,Senior Android Developer,4092000.0,2,Bangalore,Full Time,Mobile
80019,GlowRoad,Good,Senior Android Developer,1636800.0,2,Bangalore,Full Time,Mobile
80020,WebMobi,Good,Senior Android Developer,1023000.0,2,Bangalore,Full Time,Mobile
80021,22feet,Good,Senior Android Developer,1841400.0,2,Bangalore,Full Time,Mobile
80022,Capgemini Engineering,Good,Senior Android Developer,1841400.0,2,Bangalore,Full Time,Mobile
80023,Photon,Good,Senior Android Developer,1595880.0,2,Bangalore,Full Time,Mobile
80025,Paytm,Good,Senior Android Developer,3273600.0,2,Bangalore,Full Time,Mobile
80027,Accenture,Good,Android Applications Developer,1023000.0,2,Bangalore,Full Time,Mobile
80030,Paytm,Good,Android Tech Lead,5115000.0,2,Bangalore,Full Time,Mobile
80031,Gojek,Good,Product Engineer (Android),3682800.0,2,Bangalore,Full Time,Mobile
80032,HCL Technologies,Good,Android Developer,3478200.0,1,Bangalore,Full Time,Mobile
80033,Money View,Excellent,Android Software Engineer,1394442.0,1,Bangalore,Full Time,Mobile
80034,Y Media Labs,Good,Android Software Engineer,1636800.0,1,Bangalore,Full Time,Mobile
80035,V-Nova,Excellent,Android Software Engineer,3557250.0,1,Bangalore,Full Time,Mobile
80036,Falabella,Good,Android Software Engineer,1432200.0,1,Bangalore,Full Time,Mobile
80037,Intel Corporation,Good,Android Software Engineer,2659800.0,1,Bangalore,Full Time,Mobile
